Career_ID,Career_Title,Career_Family,Level,Career_DNA_Primary,Career_DNA_Match_Score,Starting_Salary_Min_INR,Starting_Salary_Max_INR,Remote_Work_Score,Work_Life_Balance_Score,Job_Satisfaction_Score,Market_Demand_2026,Growth_Rate_Percent,Freelance_Opportunity
WK0201,Product Coach,Product Management,Mid-Level,Leader,"Leader: 3, Thinker: 2",400000,1000000,40,5,8,Medium,21,Low
WK0202,Digital Marketing Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,90,7,6,High,24,Medium
WK0203,Marketing Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,80,6,7,High,20,Medium
WK0204,Brand Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,40,5,6,Very High,17,High
WK0205,Performance Marketing Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,80,4,8,Medium,27,Medium
WK0206,Paid Marketing Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,60,8,9,High,21,Medium
WK0207,Media Buyer,Marketing & Growth,Mid-Level,Leader,"Leader: 3, Creator: 2",400000,1000000,80,7,7,Low,25,Medium
WK0208,Growth Marketing Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,60,4,8,Very High,8,Low
WK0209,Growth Hacker,Marketing & Growth,Mid-Level,Leader,"Leader: 3, Creator: 2",400000,1000000,20,4,8,High,26,Very High
WK0210,Acquisition Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,40,7,6,High,5,Low
WK0211,Retention Marketing Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,40,7,9,High,18,Low
WK0212,Lifecycle Marketing Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,60,8,7,Low,11,High
WK0213,CRM Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,20,6,7,High,28,Medium
WK0214,Email Marketing Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,20,6,6,Medium,13,High
WK0215,Email Marketing Specialist,Marketing & Growth,Mid-Level,Leader,"Leader: 3, Creator: 2",400000,1000000,80,6,8,Very High,16,High
WK0216,Marketing Automation Specialist,Marketing & Growth,Mid-Level,Leader,"Leader: 3, Creator: 2",400000,1000000,90,5,6,High,11,Low
WK0217,SEO Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,60,7,8,High,16,Medium
WK0218,SEO Specialist,Marketing & Growth,Mid-Level,Leader,"Leader: 3, Creator: 2",400000,1000000,80,7,6,High,26,High
WK0219,SEO Analyst,Marketing & Growth,Mid-Level,Leader,"Leader: 3, Creator: 2",400000,1000000,80,8,8,High,25,Medium
WK0220,Technical SEO Specialist,Marketing & Growth,Mid-Level,Leader,"Leader: 3, Creator: 2",400000,1000000,60,4,9,High,23,High
WK0221,SEM Specialist,Marketing & Growth,Mid-Level,Leader,"Leader: 3, Creator: 2",400000,1000000,60,6,6,Very High,23,Low
WK0222,PPC Specialist,Marketing & Growth,Mid-Level,Leader,"Leader: 3, Creator: 2",400000,1000000,20,7,9,High,20,Medium
WK0223,Google Ads Specialist,Marketing & Growth,Mid-Level,Leader,"Leader: 3, Creator: 2",400000,1000000,60,5,9,Very High,20,Very High
WK0224,Facebook Ads Specialist,Marketing & Growth,Mid-Level,Leader,"Leader: 3, Creator: 2",400000,1000000,40,4,8,Very High,15,High
WK0225,Social Media Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,80,5,7,Low,11,High
WK0226,Social Media Strategist,Marketing & Growth,Mid-Level,Leader,"Leader: 3, Creator: 2",400000,1000000,90,5,6,Medium,6,High
WK0227,Community Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,60,7,8,High,26,Very High
WK0228,Content Marketing Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,60,6,7,High,28,Low
WK0229,Content Strategist,Marketing & Growth,Mid-Level,Leader,"Leader: 3, Creator: 2",400000,1000000,60,7,9,High,24,High
WK0230,Content Lead,Marketing & Growth,Senior,Leader,"Leader: 3, Creator: 2",400000,1000000,80,5,6,Medium,9,Very High
WK0231,Influencer Marketing Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,40,6,9,Very High,17,Low
WK0232,Partnership Marketing Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,60,4,7,High,22,High
WK0233,Affiliate Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,60,4,8,High,22,Medium
WK0234,Product Marketing Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,60,5,9,Very High,17,Very High
WK0235,PMM,Marketing & Growth,Mid-Level,Leader,"Leader: 3, Creator: 2",400000,1000000,60,8,6,High,19,High
WK0236,Solutions Marketing Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,90,8,9,High,8,Low
WK0237,Field Marketing Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,60,4,7,High,24,High
WK0238,Event Marketing Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,80,5,7,Very High,14,High
WK0239,Experiential Marketing Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,60,5,6,High,18,High
WK0240,Marketing Analytics Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,20,8,9,Medium,23,Low
WK0241,Marketing Data Analyst,Marketing & Growth,Mid-Level,Leader,"Leader: 3, Creator: 2",400000,1000000,60,4,8,Very High,18,Low
WK0242,Attribution Analyst,Marketing & Growth,Mid-Level,Leader,"Leader: 3, Creator: 2",400000,1000000,80,8,6,High,17,Very High
WK0243,Marketing Operations Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,80,6,9,Medium,24,High
WK0244,MarTech Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,60,6,6,High,7,High
WK0245,Marketing Automation Manager,Marketing & Growth,Manager,Leader,"Leader: 3, Creator: 2",600000,1200000,90,5,7,High,23,Medium
WK0246,Brand Strategist,Marketing & Growth,Mid-Level,Leader,"Leader: 3, Creator: 2",400000,1000000,60,4,6,Medium,26,High
WK0247,Creative Director,Marketing & Growth,Executive,Leader,"Leader: 3, Creator: 2",300000,600000,60,8,8,High,27,Medium
WK0248,Art Director,Marketing & Growth,Executive,Leader,"Leader: 3, Creator: 2",300000,600000,60,6,9,High,7,Low
WK0249,Copywriter,Marketing & Growth,Mid-Level,Leader,"Leader: 3, Creator: 2",400000,1000000,60,5,6,Very High,8,Low
WK0250,CMO,Marketing & Growth,Executive,Leader,"Leader: 3, Creator: 2",300000,600000,60,5,7,Medium,8,Medium
WK0251,VP Marketing,Marketing & Growth,Executive,Leader,"Leader: 3, Creator: 2",300000,600000,60,4,7,High,28,Very High
WK0252,Head of Growth,Marketing & Growth,Executive,Leader,"Leader: 3, Creator: 2",300000,600000,80,4,7,Medium,24,Very High
WK0253,Growth Lead,Marketing & Growth,Senior,Leader,"Leader: 3, Creator: 2",400000,1000000,60,6,6,Very High,19,High
WK0254,Sales Development Representative,Sales & Business Development,Mid-Level,Leader,"Leader: 3, Connector: 2",400000,1000000,40,6,9,High,10,High
WK0255,SDR,Sales & Business Development,Mid-Level,Leader,"Leader: 3, Connector: 2",400000,1000000,80,7,6,Very High,12,Medium
WK0256,BDR,Sales & Business Development,Mid-Level,Leader,"Leader: 3, Connector: 2",400000,1000000,80,5,9,High,12,Low
WK0257,Inside Sales Rep,Sales & Business Development,Mid-Level,Leader,"Leader: 3, Connector: 2",400000,1000000,40,6,6,High,8,Medium
WK0258,Account Executive,Sales & Business Development,Mid-Level,Leader,"Leader: 3, Connector: 2",400000,1000000,60,5,6,Low,27,Low
WK0259,AE,Sales & Business Development,Mid-Level,Leader,"Leader: 3, Connector: 2",400000,1000000,20,5,8,Medium,21,High
WK0260,Sales Executive,Sales & Business Development,Mid-Level,Leader,"Leader: 3, Connector: 2",400000,1000000,40,6,9,Very High,16,High
WK0261,Sales Manager,Sales & Business Development,Manager,Leader,"Leader: 3, Connector: 2",2000000,4000000,90,6,7,Medium,11,Low
WK0262,Senior Account Executive,Sales & Business Development,Senior,Leader,"Leader: 3, Connector: 2",400000,1000000,80,5,9,High,8,High
WK0263,Enterprise Account Executive,Sales & Business Development,Mid-Level,Leader,"Leader: 3, Connector: 2",400000,1000000,60,4,6,Medium,24,Low
WK0264,Strategic AE,Sales & Business Development,Mid-Level,Leader,"Leader: 3, Connector: 2",400000,1000000,60,4,6,High,15,High
WK0265,Business Development Manager,Sales & Business Development,Manager,Leader,"Leader: 3, Connector: 2",2000000,4000000,80,4,7,High,18,High
WK0266,BD Manager,Sales & Business Development,Manager,Leader,"Leader: 3, Connector: 2",2000000,4000000,60,7,6,Medium,29,Low
WK0267,Partnerships Manager,Sales & Business Development,Manager,Leader,"Leader: 3, Connector: 2",2000000,4000000,60,4,6,High,25,Low
WK0268,Channel Sales Manager,Sales & Business Development,Manager,Leader,"Leader: 3, Connector: 2",2000000,4000000,60,4,6,Medium,15,Low
WK0269,Partner Manager,Sales & Business Development,Manager,Leader,"Leader: 3, Connector: 2",2000000,4000000,80,8,7,Very High,8,Medium
WK0270,Alliance Manager,Sales & Business Development,Manager,Leader,"Leader: 3, Connector: 2",2000000,4000000,80,7,8,Very High,24,High
WK0271,Customer Success Manager,Sales & Business Development,Manager,Leader,"Leader: 3, Connector: 2",2000000,4000000,80,6,9,High,26,Very High
WK0272,CSM,Sales & Business Development,Mid-Level,Leader,"Leader: 3, Connector: 2",400000,1000000,40,6,9,Medium,22,Low
WK0273,Account Manager,Sales & Business Development,Manager,Leader,"Leader: 3, Connector: 2",2000000,4000000,40,5,9,High,17,High
WK0274,Client Partner,Sales & Business Development,Mid-Level,Leader,"Leader: 3, Connector: 2",400000,1000000,80,5,7,High,26,Medium
WK0275,Key Account Manager,Sales & Business Development,Manager,Leader,"Leader: 3, Connector: 2",2000000,4000000,80,6,8,High,18,High
WK0276,KAM,Sales & Business Development,Mid-Level,Leader,"Leader: 3, Connector: 2",400000,1000000,20,4,9,Medium,27,Medium
WK0277,Strategic Account Manager,Sales & Business Development,Manager,Leader,"Leader: 3, Connector: 2",2000000,4000000,80,6,9,Very High,18,Low
WK0278,Sales Engineer,Sales & Business Development,Mid-Level,Leader,"Leader: 3, Connector: 2",400000,1000000,90,8,9,Medium,25,Low
WK0279,Solutions Engineer,Sales & Business Development,Mid-Level,Leader,"Leader: 3, Connector: 2",400000,1000000,80,7,7,Medium,6,Medium
WK0280,Presales Consultant,Sales & Business Development,Mid-Level,Leader,"Leader: 3, Connector: 2",400000,1000000,80,8,8,Very High,8,High
WK0281,Sales Operations Manager,Sales & Business Development,Manager,Leader,"Leader: 3, Connector: 2",2000000,4000000,60,5,6,High,20,Medium
WK0282,Sales Ops Analyst,Sales & Business Development,Mid-Level,Leader,"Leader: 3, Connector: 2",400000,1000000,40,5,8,Medium,7,Low
WK0283,Revenue Operations Manager,Sales & Business Development,Manager,Leader,"Leader: 3, Connector: 2",2000000,4000000,60,4,9,High,15,Low
WK0284,Regional Sales Manager,Sales & Business Development,Manager,Leader,"Leader: 3, Connector: 2",2000000,4000000,20,6,7,High,5,High
WK0285,Territory Manager,Sales & Business Development,Manager,Leader,"Leader: 3, Connector: 2",2000000,4000000,20,6,8,High,26,Medium
WK0286,Area Sales Manager,Sales & Business Development,Manager,Leader,"Leader: 3, Connector: 2",2000000,4000000,60,4,6,High,10,Low
WK0287,VP Sales,Sales & Business Development,Executive,Leader,"Leader: 3, Connector: 2",400000,1000000,60,4,6,High,27,High
WK0288,Head of Sales,Sales & Business Development,Executive,Leader,"Leader: 3, Connector: 2",400000,1000000,40,4,8,High,19,Low
WK0289,Chief Revenue Officer,Sales & Business Development,Executive,Leader,"Leader: 3, Connector: 2",400000,1000000,20,4,7,Medium,25,Very High
WK0290,CRO,Sales & Business Development,Mid-Level,Leader,"Leader: 3, Connector: 2",400000,1000000,60,7,9,Very High,26,High
WK0291,Inside Sales Manager,Sales & Business Development,Manager,Leader,"Leader: 3, Connector: 2",2000000,4000000,80,4,8,High,12,Low
WK0292,Outbound Sales Manager,Sales & Business Development,Manager,Leader,"Leader: 3, Connector: 2",2000000,4000000,60,5,7,Very High,19,High
WK0293,Inbound Sales Manager,Sales & Business Development,Manager,Leader,"Leader: 3, Connector: 2",2000000,4000000,80,4,6,High,5,Low
WK0294,SMB Sales Manager,Sales & Business Development,Manager,Leader,"Leader: 3, Connector: 2",2000000,4000000,80,6,9,Very High,11,Medium
WK0295,Mid-Market Sales Manager,Sales & Business Development,Manager,Leader,"Leader: 3, Connector: 2",2000000,4000000,60,7,7,Very High,25,Low
WK0296,Enterprise Sales Director,Sales & Business Development,Executive,Leader,"Leader: 3, Connector: 2",400000,1000000,60,8,9,Very High,18,Medium
WK0297,Sales Enablement Manager,Sales & Business Development,Manager,Leader,"Leader: 3, Connector: 2",2000000,4000000,80,5,7,Medium,8,Medium
WK0298,Sales Trainer,Sales & Business Development,Mid-Level,Leader,"Leader: 3, Connector: 2",400000,1000000,80,5,9,High,29,Low
WK0299,Sales Coach,Sales & Business Development,Mid-Level,Leader,"Leader: 3, Connector: 2",400000,1000000,20,5,6,High,9,Very High
WK0300,General Physician,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,80,8,6,High,20,Medium
WK0301,MBBS Doctor,Healthcare & Medicine,Executive,Connector,"Connector: 3, Thinker: 2",400000,1000000,80,5,7,High,20,Medium
WK0302,Medical Officer,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,90,6,7,Medium,18,Medium
WK0303,Resident Doctor,Healthcare & Medicine,Executive,Connector,"Connector: 3, Thinker: 2",400000,1000000,60,5,8,High,12,High
WK0304,Cardiologist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,80,8,9,Medium,15,Medium
WK0305,Neurologist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,80,5,6,High,8,Medium
WK0306,Dermatologist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,80,7,7,Medium,23,High
WK0307,Orthopedic Surgeon,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,80,8,7,Medium,10,Medium
WK0308,Pediatrician,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,40,6,7,High,16,Medium
WK0309,Gynecologist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,80,4,9,High,24,High
WK0310,Psychiatrist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,40,4,7,High,27,Medium
WK0311,Radiologist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,90,4,9,High,17,High
WK0312,Anesthesiologist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,80,6,9,High,23,Low
WK0313,Emergency Medicine Physician,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,60,8,8,Medium,15,Medium
WK0314,Critical Care Specialist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,40,5,6,High,13,Low
WK0315,Oncologist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,60,4,9,High,12,Low
WK0316,Endocrinologist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,60,6,6,Very High,22,Low
WK0317,Gastroenterologist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,90,5,6,Medium,13,Very High
WK0318,Nephrologist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,20,7,8,High,16,Medium
WK0319,Pulmonologist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,20,6,7,High,5,Medium
WK0320,Rheumatologist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,60,6,8,High,20,Medium
WK0321,Urologist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,80,7,8,High,28,Medium
WK0322,ENT Specialist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,40,6,6,Medium,22,High
WK0323,Ophthalmologist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,60,8,9,Medium,13,Medium
WK0324,Dentist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,20,8,6,High,23,Medium
WK0325,Orthodontist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,80,8,7,High,10,High
WK0326,Oral Surgeon,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,40,4,6,High,15,Low
WK0327,General Surgeon,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,60,8,8,Medium,15,Very High
WK0328,Plastic Surgeon,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,40,4,7,Low,10,Medium
WK0329,Neurosurgeon,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,20,4,9,Very High,13,Low
WK0330,Cardiac Surgeon,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,80,5,9,High,27,Medium
WK0331,Registered Nurse,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,40,8,6,Medium,28,High
WK0332,Staff Nurse,Healthcare & Medicine,Senior,Connector,"Connector: 3, Thinker: 2",2000000,5000000,90,5,6,Very High,6,High
WK0333,ICU Nurse,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,40,4,7,High,5,Medium
WK0334,OT Nurse,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,80,8,9,High,15,Low
WK0335,Nurse Practitioner,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,40,5,8,High,28,Low
WK0336,Nurse Manager,Healthcare & Medicine,Manager,Connector,"Connector: 3, Thinker: 2",400000,1000000,80,6,7,Low,28,Medium
WK0337,Director of Nursing,Healthcare & Medicine,Executive,Connector,"Connector: 3, Thinker: 2",400000,1000000,60,8,9,High,24,Medium
WK0338,Pharmacist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,40,5,8,Medium,11,Medium
WK0339,Clinical Pharmacist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,90,7,9,High,7,Low
WK0340,Hospital Pharmacist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,60,7,9,Medium,9,Medium
WK0341,Pharmacy Manager,Healthcare & Medicine,Manager,Connector,"Connector: 3, Thinker: 2",400000,1000000,60,7,8,Very High,22,High
WK0342,Physiotherapist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,90,8,6,High,27,Low
WK0343,Physical Therapist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,80,6,7,Very High,7,Low
WK0344,Occupational Therapist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,20,4,9,High,23,Medium
WK0345,Speech Therapist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,80,7,6,High,19,Medium
WK0346,Respiratory Therapist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,80,6,8,High,20,Very High
WK0347,Rehabilitation Specialist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,80,7,8,Very High,10,Very High
WK0348,Medical Laboratory Technologist,Healthcare & Medicine,Mid-Level,Connector,"Connector: 3, Thinker: 2",1200000,2500000,90,8,6,High,10,High
